UNITID,C2MORM,C2MORT,C2MORW,CTOTALT,CS2MORM,CS2MORT,CS2MORW,CSTOTLT,EF2MORM,EF2MORT,EF2MORW,EFNRALM,EFNRALT,EFNRALW,NRADJCT,NRCMTOT,NREXCLU,NRREVCT,PGEXCLU,SSADJCT,SSCMTOT,SSEXCLU,SSREVCT,FEE2,FEE3,HRCHG2,HRCHG3,TUITION2,TUITION3,HR2MORM,HR2MORT,HR2MORW,HRTOTLT,SABDTYPE,AGRNT_A,AGRNT_N,AGRNT_P,AGRNT_T,AIDFSIN,AIDFSIP,ANYAIDN,ANYAIDP,FGRNT_A,FGRNT_N,FGRNT_P,IGRNT_A,IGRNT_N,IGRNT_P,IGRNT_T,LOAN_A,LOAN_N,LOAN_P,OFGRT_A,OFGRT_N,OFGRT_P,OFGRT_T,PGRNT_A,PGRNT_N,PGRNT_P,PGRNT_T,SCFA1N,SCFA1P,SCFA2,SCFA2DG,SCUGDGSK,SCUGFFN,SCUGNDGS,SCUGRAD,SGRNT_A,SGRNT_N,SGRNT_P,SGRNT_T,UAGRNTA,UAGRNTN,UAGRNTP,UAGRNTT,UDGAGRNTA,UDGAGRNTN,UDGAGRNTP,UDGAGRNTT,UDGPGRNTP,UNDAGRNTN,UNDAGRNTP,UNDAGRNTT,UPGRNTA,UPGRNTN,UPGRNTP,UPGRNTT,SCUGFFP,year
457253,0.0,0.0,0.0,57.05263,0.0,0.0,0.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,5.0,0.0,2.0,1.0,0.0,2.0,730.0,750.0,350.0,508.0,10659.0,14880.0,0.0,0.0,0.0,28.096802,4.928571,6345.0,122.0,87.0,800633.5,128.0,93.0,131.0,94.0,5148.5,86.0,66.0,3040.0,22.0,22.0,36003.0,6609.0,45.0,53.0,1333.5,34.0,25.0,34722.5,4957.0,73.0,52.0,358504.0,258.0,15.0,1705.0,1415.0,269.0,0.0,0.0,269.0,3104.0,15.0,13.0,37692.5,3532.0,128.0,48.0,452085.0,3532.0,128.0,48.0,452085.0,38.0,0.0,0.0,0.0,4156.0,103.0,38.0,428040.0,0.0,2022
457271,0.0,0.0,0.0,3.6363637,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,37.166664,19.0,0.0,37.166664,0.0,8.333334,4.0,0.0,8.666667,730.0,750.0,350.0,508.0,10659.0,14880.0,0.0,0.0,0.0,28.096802,4.0625,6345.0,122.0,87.0,800633.5,128.0,93.0,131.0,94.0,5148.5,86.0,66.0,3040.0,22.0,22.0,36003.0,6609.0,45.0,53.0,1333.5,34.0,25.0,34722.5,4957.0,73.0,52.0,358504.0,258.0,15.0,1705.0,1415.0,605.0,133.0,0.0,669.0,3104.0,15.0,13.0,37692.5,5631.0,460.0,72.0,2774984.0,5784.0,447.0,77.0,2727827.0,45.0,0.0,0.0,0.0,4633.0,282.0,41.0,1269351.0,19.0,2022
457299,0.0,0.6792453,0.6792453,38.415092,0.0,3.0,3.0,166.0,0.45454547,2.2727273,1.8181819,4.181818,11.636364,7.4545455,19.0,11.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,730.0,750.0,350.0,508.0,10659.0,14880.0,0.0,0.0,0.0,7.4117646,2.409091,4253.0,35.0,78.0,148858.0,35.0,78.0,35.0,78.0,4206.0,35.0,78.0,3040.0,0.0,0.0,0.0,9268.0,24.0,53.0,713.0,32.0,71.0,22800.0,5184.0,24.0,53.0,124410.0,258.0,15.0,1705.0,1415.0,479.0,45.0,0.0,479.0,1648.0,1.0,2.0,1648.0,4326.0,373.0,78.0,1613600.0,4326.0,373.0,78.0,1613600.0,52.0,0.0,0.0,0.0,5227.0,251.0,52.0,1312025.0,9.0,2022
457314,0.0,0.0,0.0,33.0,0.0,0.0,0.0,33.0,0.0,0.8333333,0.8333333,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,5.0,1.0,0.0,5.0,730.0,750.0,350.0,508.0,10659.0,14880.0,0.0,0.0,0.0,28.096802,1.88,9705.0,20.0,67.0,194096.0,22.0,73.0,22.0,73.0,9680.0,20.0,67.0,500.0,1.0,3.0,500.0,11095.0,22.0,73.0,4362.0,20.0,67.0,87241.0,5598.0,19.0,63.0,106355.0,258.0,15.0,1705.0,1415.0,175.0,30.0,0.0,175.0,3104.0,0.0,0.0,0.0,4812.0,160.0,91.0,769952.0,4812.0,160.0,91.0,769952.0,74.0,0.0,0.0,0.0,5265.0,129.0,74.0,679201.0,17.0,2022
457323,3.04,14.72,11.68,122.56,6.0,29.0,23.0,238.0,9.666667,45.5,35.833332,0.0,0.0,0.0,16.0,13.0,0.0,16.0,0.0,25.0,19.0,0.0,25.0,730.0,750.0,350.0,508.0,10659.0,14880.0,0.0,0.0,0.0,28.096802,3.3888888,4788.0,95.0,69.0,454823.0,118.0,86.0,118.0,86.0,4788.0,95.0,69.0,3040.0,0.0,0.0,0.0,7979.0,107.0,78.0,2208.0,16.0,12.0,35324.0,4610.0,91.0,66.0,419499.0,258.0,15.0,1705.0,1415.0,598.0,138.0,0.0,598.0,3104.0,0.0,0.0,0.0,4383.0,372.0,62.0,1630588.0,4383.0,372.0,62.0,1630588.0,53.0,0.0,0.0,0.0,4541.0,319.0,53.0,1448572.0,23.0,2022
457332,0.0,0.0,0.0,29.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,6.0,0.0,3.0,2.0,0.0,3.0,730.0,750.0,350.0,508.0,10659.0,14880.0,0.0,0.0,0.0,28.096802,0.5,5281.0,9.0,56.0,47533.0,12.0,75.0,12.0,75.0,5281.0,9.0,56.0,3040.0,0.0,0.0,0.0,6858.0,10.0,63.0,1333.5,0.0,0.0,0.0,5281.0,9.0,56.0,47533.0,258.0,15.0,1705.0,1415.0,68.0,16.0,0.0,68.0,3104.0,0.0,0.0,0.0,4237.0,28.0,41.0,118644.0,4237.0,28.0,41.0,118644.0,41.0,0.0,0.0,0.0,4237.0,28.0,41.0,118644.0,24.0,2022
457341,0.0,0.54545456,0.54545456,50.727272,0.0,1.0,1.0,90.0,0.8333333,10.166667,9.333333,0.0,0.0,0.0,9.0,7.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,730.0,750.0,350.0,508.0,10659.0,14880.0,0.0,0.0,0.0,28.096802,3.1052632,6321.0,27.0,55.0,170666.0,40.0,82.0,40.0,82.0,6321.0,27.0,55.0,3040.0,0.0,0.0,0.0,8409.0,35.0,71.0,1333.5,0.0,0.0,0.0,6321.0,27.0,55.0,170666.0,258.0,15.0,1705.0,1415.0,227.0,49.0,0.0,227.0,3104.0,0.0,0.0,0.0,5213.0,90.0,40.0,469191.0,5213.0,90.0,40.0,469191.0,40.0,0.0,0.0,0.0,5213.0,90.0,40.0,469191.0,22.0,2022
457350,0.0,0.0,0.0,13.0,0.0,0.0,0.0,13.0,0.0,2.0,2.0,0.0,0.0,0.0,37.166664,19.0,0.0,37.166664,0.0,8.333334,4.0,0.0,8.666667,730.0,750.0,364.0,364.0,10659.0,14880.0,0.0,0.0,0.0,28.096802,2.4210527,6345.0,122.0,87.0,800633.5,128.0,93.0,131.0,94.0,5148.5,86.0,66.0,3040.0,22.0,22.0,36003.0,6609.0,45.0,53.0,1333.5,34.0,25.0,34722.5,4957.0,73.0,52.0,358504.0,0.0,0.0,66.0,66.0,66.0,0.0,0.0,66.0,3104.0,15.0,13.0,37692.5,2259.0,40.0,61.0,90364.0,2259.0,40.0,61.0,90364.0,33.0,0.0,0.0,0.0,4107.0,22.0,33.0,90364.0,0.0,2022
457378,0.08510638,0.36879432,0.28368795,11.375887,1.0,4.0,3.0,118.0,2.3333333,5.3333335,3.0,0.0,0.0,0.0,13.0,6.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,730.0,750.0,350.0,508.0,10659.0,14880.0,0.0,0.0,0.0,28.096802,2.85,8026.0,13.0,57.0,104333.0,13.0,57.0,14.0,61.0,6258.0,12.0,52.0,3083.0,6.0,26.0,18500.0,6609.0,0.0,0.0,3875.0,8.0,35.0,31000.0,6300.0,7.0,30.0,44101.0,258.0,15.0,1705.0,1415.0,310.0,23.0,0.0,310.0,1533.0,7.0,30.0,10732.0,6472.0,164.0,53.0,1061397.0,6472.0,164.0,53.0,1061397.0,34.0,0.0,0.0,0.0,3905.0,106.0,34.0,413914.0,7.0,2022
457387,0.07594936,0.07594936,0.0,8.632912,1.0,1.0,0.0,108.0,1.125,1.125,0.0,0.0,0.0,0.0,28.0,15.0,0.0,28.0,1.0,0.0,0.0,0.0,0.0,730.0,750.0,350.0,508.0,10659.0,14880.0,0.0,0.0,0.0,28.096802,2.6190476,6182.0,80.0,95.0,494581.0,80.0,95.0,84.0,100.0,6404.0,69.0,82.0,1993.0,2.0,2.0,3986.0,6609.0,0.0,0.0,3375.0,66.0,79.0,222723.0,4765.0,46.0,55.0,219177.0,258.0,15.0,1705.0,1415.0,249.0,84.0,236.0,485.0,1623.0,30.0,36.0,48695.0,4734.0,249.0,51.0,1178798.0,4734.0,249.0,100.0,1178798.0,39.0,0.0,0.0,0.0,4240.0,97.0,20.0,411250.0,17.0,2022
457396,0.0,0.0,0.0,28.333334,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,6.0,0.0,2.0,2.0,0.0,2.0,730.0,750.0,350.0,508.0,10659.0,14880.0,0.0,0.0,0.0,28.096802,4.4666667,3373.0,48.0,57.0,161908.0,61.0,73.0,61.0,73.0,3373.0,48.0,57.0,3040.0,0.0,0.0,0.0,4382.0,49.0,58.0,1333.5,0.0,0.0,0.0,3373.0,48.0,57.0,161908.0,258.0,15.0,1705.0,1415.0,234.0,84.0,0.0,234.0,3104.0,0.0,0.0,0.0,2650.0,142.0,61.0,376317.0,2650.0,142.0,61.0,376317.0,61.0,0.0,0.0,0.0,2650.0,142.0,61.0,376317.0,36.0,2022
457402,0.0,0.0,0.0,1.92,0.0,0.0,0.0,8.0,3.1851852,3.7777777,0.5925926,0.2962963,0.44444445,0.14814815,37.166664,19.0,0.0,37.166664,0.0,8.333334,4.0,0.0,8.666667,210.0,210.0,300.0,300.0,7200.0,7200.0,0.0,0.0,0.0,3.0,1.1290323,4072.0,7.0,33.0,28507.0,8.0,38.0,8.0,38.0,4174.0,5.0,24.0,1910.0,4.0,19.0,7638.0,3994.0,3.0,14.0,1333.5,0.0,0.0,0.0,4174.0,5.0,24.0,20869.0,21.0,10.0,218.0,193.0,193.0,21.0,25.0,218.0,3104.0,0.0,0.0,0.0,5307.0,150.0,69.0,796116.0,5408.0,134.0,69.0,724641.0,64.0,16.0,64.0,71475.0,5089.0,123.0,56.0,625999.0,10.0,2022
457411,2.0869565,2.0869565,0.0,59.47826,4.0,4.0,0.0,114.0,12.0,12.588235,0.5882353,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,2.0,0.0,3.0,237.0,237.0,590.0,590.0,16520.0,16520.0,0.0,0.0,0.0,28.096802,4.928571,5070.0,21.0,70.0,106471.0,26.0,87.0,26.0,87.0,5148.0,20.0,67.0,3520.0,1.0,3.0,3520.0,7225.0,20.0,67.0,544.0,9.0,30.0,4900.0,4903.0,20.0,67.0,98051.0,30.0,13.0,229.0,229.0,229.0,30.0,0.0,229.0,3104.0,0.0,0.0,0.0,6219.0,158.0,69.0,982610.0,6219.0,158.0,69.0,982610.0,69.0,0.0,0.0,0.0,4553.0,157.0,69.0,714815.0,13.0,2022
457420,0.0,1.7931035,1.7931035,80.413795,0.0,4.0,4.0,167.0,0.0,3.2222223,3.2222223,0.0,0.0,0.0,19.0,19.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,730.0,750.0,350.0,508.0,10659.0,14880.0,0.0,0.0,0.0,28.096802,2.0416667,6044.0,16.0,62.0,96696.0,22.0,85.0,22.0,85.0,6253.0,15.0,58.0,3040.0,0.0,0.0,0.0,6472.0,19.0,73.0,6566.0,2.0,8.0,13131.0,5378.0,15.0,58.0,80671.0,258.0,15.0,1705.0,1415.0,308.0,26.0,0.0,308.0,1447.0,2.0,8.0,2894.0,4835.0,145.0,47.0,701018.0,4835.0,145.0,47.0,701018.0,44.0,0.0,0.0,0.0,4476.0,134.0,44.0,599757.0,8.0,2022
457439,0.0,2.1818182,2.1818182,28.545454,0.0,4.0,4.0,49.0,0.0,2.5555556,2.5555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,21.0,0.0,21.0,730.0,750.0,350.0,508.0,10659.0,14880.0,0.0,0.0,0.0,28.096802,4.4666667,4554.0,56.0,85.0,255045.0,56.0,85.0,56.0,85.0,4554.0,56.0,85.0,3040.0,0.0,0.0,0.0,4975.0,46.0,70.0,1333.5,0.0,0.0,0.0,4554.0,56.0,85.0,255045.0,258.0,15.0,1705.0,1415.0,137.0,66.0,0.0,137.0,3104.0,0.0,0.0,0.0,4082.0,98.0,72.0,400049.0,4082.0,98.0,72.0,400049.0,72.0,0.0,0.0,0.0,4082.0,98.0,72.0,400049.0,48.0,2022
457448,0.0,0.0,0.0,60.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,6.0,0.0,16.0,0.0,5.0,3.0,0.0,5.0,730.0,750.0,350.0,508.0,10659.0,14880.0,0.0,0.0,0.0,28.096802,0.083333336,5788.0,23.0,70.0,133135.0,31.0,94.0,31.0,94.0,5788.0,23.0,70.0,3040.0,0.0,0.0,0.0,9559.0,31.0,94.0,1333.5,0.0,0.0,0.0,5788.0,23.0,70.0,133135.0,258.0,15.0,1705.0,1415.0,132.0,33.0,0.0,132.0,3104.0,0.0,0.0,0.0,5402.0,99.0,75.0,534838.0,5402.0,99.0,75.0,534838.0,75.0,0.0,0.0,0.0,5402.0,99.0,75.0,534838.0,25.0,2022
457466,0.0,0.0,0.0,13.636364,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,730.0,750.0,350.0,508.0,10659.0,14880.0,0.0,0.0,0.0,28.096802,-0.4375,4336.0,22.0,71.0,95398.0,24.0,77.0,24.0,77.0,4336.0,22.0,71.0,3040.0,0.0,0.0,0.0,421.0,24.0,77.0,1333.5,0.0,0.0,0.0,4336.0,22.0,71.0,95398.0,258.0,15.0,1705.0,1415.0,59.0,31.0,5.0,64.0,3104.0,0.0,0.0,0.0,5358.0,36.0,56.0,192895.0,5358.0,36.0,61.0,192895.0,61.0,0.0,0.0,0.0,5358.0,36.0,56.0,192895.0,48.0,2022
457475,0.0,0.48,0.48,28.0,0.0,1.0,1.0,58.0,0.0,4.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,1.0,730.0,750.0,350.0,508.0,10659.0,14880.0,0.0,0.0,0.0,28.096802,-0.8636364,5906.0,23.0,51.0,135838.0,41.0,91.0,41.0,91.0,5906.0,23.0,51.0,3040.0,0.0,0.0,0.0,8315.0,39.0,87.0,1333.5,0.0,0.0,0.0,5906.0,23.0,51.0,135838.0,258.0,15.0,1705.0,1415.0,155.0,45.0,0.0,155.0,3104.0,0.0,0.0,0.0,4508.0,62.0,40.0,279477.0,4508.0,62.0,40.0,279477.0,40.0,0.0,0.0,0.0,4508.0,62.0,40.0,279477.0,29.0,2022
457484,0.3116883,0.83116883,0.5194805,7.3246756,2.0,4.0,2.0,40.0,4.0,8.0,4.0,0.0,0.75,0.75,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,495.0,495.0,11880.0,11880.0,0.0,0.0,0.0,28.096802,1.6521739,2134.0,4.0,80.0,8534.0,4.0,80.0,4.0,80.0,1173.0,4.0,80.0,677.0,2.0,40.0,1354.0,6004.0,2.0,40.0,604.0,2.0,40.0,1208.0,871.0,4.0,80.0,3483.0,5.0,5.0,111.0,109.0,109.0,5.0,2.0,111.0,622.0,4.0,80.0,2489.0,1414.0,101.0,91.0,142864.0,1328.0,99.0,91.0,131435.0,87.0,2.0,100.0,11429.0,1151.0,95.0,86.0,109321.0,5.0,2022
457493,0.0,0.38709676,0.38709676,14.064516,0.0,1.0,1.0,36.0,0.0,5.3333335,5.3333335,0.0,0.8333333,0.8333333,8.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,730.0,750.0,350.0,508.0,10659.0,14880.0,0.0,0.0,0.0,28.096802,0.5,6614.0,26.0,96.0,171975.0,27.0,100.0,27.0,100.0,5879.0,25.0,93.0,4800.0,5.0,19.0,24000.0,7974.0,27.0,100.0,1333.5,0.0,0.0,0.0,5879.0,25.0,93.0,146975.0,258.0,15.0,1705.0,1415.0,109.0,27.0,0.0,109.0,1000.0,1.0,4.0,1000.0,5482.0,90.0,83.0,493353.0,5482.0,90.0,83.0,493353.0,81.0,0.0,0.0,0.0,5286.0,88.0,81.0,465153.0,25.0,2022
457527,0.0,0.0,0.0,35.142857,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,37.166664,19.0,0.0,37.166664,0.0,8.333334,4.0,0.0,8.666667,730.0,750.0,350.0,508.0,10659.0,14880.0,0.0,0.0,0.0,4.1875,2.6190476,3779.0,1.0,50.0,3779.0,2.0,100.0,2.0,100.0,3779.0,1.0,50.0,3040.0,0.0,0.0,0.0,2750.0,1.0,50.0,1333.5,0.0,0.0,0.0,3779.0,1.0,50.0,3779.0,258.0,15.0,1705.0,1415.0,367.0,2.0,0.0,367.0,3104.0,0.0,0.0,0.0,2553.0,156.0,43.0,398269.0,2553.0,156.0,43.0,398269.0,38.0,0.0,0.0,0.0,2342.0,140.0,38.0,327867.0,1.0,2022
457536,0.1322314,0.6942149,0.56198347,34.677685,1.0,6.0,5.0,309.0,0.0,11.142858,11.142858,34.57143,146.0,111.42857,8.0,3.0,0.0,8.0,0.0,1.0,1.0,0.0,1.0,730.0,750.0,350.0,508.0,10659.0,14880.0,0.0,0.0,0.0,9.0,0.93939394,3410.0,50.0,50.0,170521.0,59.0,58.0,59.0,58.0,3067.0,50.0,50.0,668.0,19.0,19.0,12692.0,6798.0,39.0,39.0,436.0,45.0,45.0,19624.0,3429.0,39.0,39.0,133735.0,258.0,15.0,1705.0,1415.0,1013.0,101.0,0.0,1013.0,4470.0,1.0,1.0,4470.0,3402.0,498.0,49.0,1694375.0,3402.0,498.0,49.0,1694375.0,33.0,0.0,0.0,0.0,3817.0,337.0,33.0,1286408.0,10.0,2022
457545,0.0,0.0,0.0,28.88889,0.0,0.0,0.0,65.0,0.0,0.5555556,0.5555556,0.0,0.0,0.0,18.0,16.0,0.0,18.0,0.0,6.0,5.0,0.0,6.0,730.0,750.0,350.0,508.0,10659.0,14880.0,0.0,0.0,0.0,28.096802,-0.21428572,4666.0,16.0,89.0,74662.0,17.0,94.0,17.0,94.0,5228.0,11.0,61.0,2144.0,8.0,44.0,17150.0,8875.0,16.0,89.0,1850.0,8.0,44.0,14796.0,5340.0,8.0,44.0,42716.0,258.0,15.0,1705.0,1415.0,148.0,18.0,0.0,148.0,3104.0,0.0,0.0,0.0,4585.0,98.0,66.0,449373.0,4585.0,98.0,66.0,449373.0,42.0,0.0,0.0,0.0,4597.0,62.0,42.0,285034.0,12.0,2022
457554,0.0,0.0,0.0,6.714286,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,730.0,750.0,350.0,508.0,10659.0,14880.0,0.0,0.0,0.0,28.096802,0.5,5755.0,16.0,73.0,92082.0,22.0,100.0,22.0,100.0,5490.0,15.0,68.0,3040.0,0.0,0.0,0.0,7030.0,22.0,100.0,1333.5,0.0,0.0,0.0,5490.0,15.0,68.0,82350.0,258.0,15.0,1705.0,1415.0,44.0,22.0,0.0,44.0,9732.0,1.0,5.0,9732.0,5257.0,36.0,82.0,189258.0,5257.0,36.0,82.0,189258.0,77.0,0.0,0.0,0.0,5045.0,34.0,77.0,171526.0,50.0,2022
457563,0.0,3.6363637,3.6363637,124.0,0.0,6.0,6.0,192.0,0.0,1.5,1.5,0.0,0.0,0.0,39.0,36.0,0.0,39.0,0.0,48.0,43.0,0.0,48.0,730.0,750.0,350.0,508.0,10659.0,14880.0,0.0,0.0,0.0,28.096802,2.85,5155.0,40.0,54.0,206200.0,65.0,88.0,65.0,88.0,4905.0,40.0,54.0,10000.0,1.0,1.0,10000.0,9797.0,60.0,81.0,1333.5,0.0,0.0,0.0,4905.0,40.0,54.0,196200.0,258.0,15.0,1705.0,1415.0,374.0,74.0,1.0,375.0,3104.0,0.0,0.0,0.0,4565.0,140.0,37.0,639061.0,4565.0,140.0,37.0,639061.0,37.0,0.0,0.0,0.0,4493.0,140.0,37.0,629061.0,20.0,2022
457572,0.0,0.41379312,0.41379312,44.827587,0.0,1.0,1.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,13.0,0.0,14.0,0.0,10.0,10.0,0.0,10.0,730.0,750.0,350.0,508.0,10659.0,14880.0,0.0,0.0,0.0,28.096802,-0.5294118,4646.0,42.0,71.0,195111.0,52.0,88.0,52.0,88.0,4622.0,42.0,71.0,1000.0,1.0,2.0,1000.0,6414.0,49.0,83.0,1333.5,0.0,0.0,0.0,4622.0,42.0,71.0,194111.0,258.0,15.0,1705.0,1415.0,202.0,59.0,0.0,202.0,3104.0,0.0,0.0,0.0,4474.0,107.0,53.0,478697.0,4474.0,107.0,53.0,478697.0,53.0,0.0,0.0,0.0,4446.0,107.0,53.0,475697.0,29.0,2022
457581,0.0,3.52,3.52,82.72,0.0,7.0,7.0,170.0,0.0,1.1764706,1.1764706,0.0,0.0,0.0,47.0,36.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,730.0,750.0,350.0,508.0,10659.0,14880.0,0.0,0.0,0.0,28.096802,2.409091,7282.0,20.0,45.0,145649.0,35.0,80.0,35.0,80.0,6605.0,20.0,45.0,975.0,8.0,18.0,7800.0,9673.0,31.0,70.0,1333.5,0.0,0.0,0.0,6605.0,20.0,45.0,132099.0,258.0,15.0,1705.0,1415.0,318.0,44.0,0.0,318.0,1438.0,4.0,9.0,5750.0,5624.0,131.0,41.0,736692.0,5624.0,131.0,41.0,736692.0,37.0,0.0,0.0,0.0,5838.0,119.0,37.0,694692.0,14.0,2022
457606,0.0,0.0,0.0,46.4,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,15.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,730.0,750.0,350.0,508.0,10659.0,14880.0,0.0,0.0,0.0,28.096802,0.5,3138.0,117.0,100.0,367120.0,117.0,100.0,117.0,100.0,3138.0,117.0,100.0,3040.0,0.0,0.0,0.0,6609.0,0.0,0.0,1333.5,0.0,0.0,0.0,3138.0,117.0,100.0,367120.0,258.0,15.0,1705.0,1415.0,182.0,117.0,0.0,182.0,3104.0,0.0,0.0,0.0,3138.0,117.0,64.0,367120.0,3138.0,117.0,64.0,367120.0,64.0,0.0,0.0,0.0,3138.0,117.0,64.0,367120.0,64.0,2022
457615,0.0,2.0,2.0,19.0,0.0,2.0,2.0,19.0,0.0,0.8333333,0.8333333,0.0,0.0,0.0,37.166664,19.0,0.0,37.166664,0.0,8.333334,4.0,0.0,8.666667,730.0,750.0,350.0,508.0,10659.0,14880.0,0.0,0.0,0.0,28.096802,1.2333333,6345.0,122.0,87.0,800633.5,128.0,93.0,131.0,94.0,5148.5,86.0,66.0,3040.0,22.0,22.0,36003.0,6609.0,45.0,53.0,1333.5,34.0,25.0,34722.5,4957.0,73.0,52.0,358504.0,258.0,15.0,1705.0,1415.0,45.0,0.0,0.0,45.0,3104.0,15.0,13.0,37692.5,3705.0,44.0,98.0,162999.0,3705.0,44.0,98.0,162999.0,49.0,0.0,0.0,0.0,3701.0,22.0,49.0,81413.0,0.0,2022
457624,0.0,0.0,0.0,22.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,2.1666667,9.0,6.8333335,1.0,0.0,0.0,1.0,0.0,4.0,4.0,0.0,4.0,730.0,750.0,350.0,508.0,10659.0,14880.0,0.0,0.0,0.0,28.096802,4.928571,3213.0,8.0,73.0,25704.0,8.0,73.0,8.0,73.0,2784.0,6.0,55.0,3040.0,0.0,0.0,0.0,5867.0,7.0,64.0,1333.5,0.0,0.0,0.0,2784.0,6.0,55.0,16704.0,258.0,15.0,1705.0,1415.0,37.0,11.0,0.0,37.0,1800.0,5.0,45.0,9000.0,5493.0,29.0,78.0,159293.0,5493.0,29.0,78.0,159293.0,59.0,0.0,0.0,0.0,3357.0,22.0,59.0,73843.0,30.0,2022
457633,0.0,4.8,4.8,129.46666,0.0,9.0,9.0,254.0,0.5555556,3.5555556,3.0,0.0,0.0,0.0,41.0,30.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,730.0,750.0,350.0,508.0,10659.0,14880.0,0.0,0.0,0.0,28.096802,3.3888888,4528.0,26.0,45.0,117731.0,34.0,59.0,34.0,59.0,4528.0,26.0,45.0,3040.0,0.0,0.0,0.0,3650.0,32.0,55.0,1333.5,0.0,0.0,0.0,4528.0,26.0,45.0,117731.0,258.0,15.0,1705.0,1415.0,421.0,58.0,0.0,421.0,3104.0,0.0,0.0,0.0,4013.0,175.0,42.0,702286.0,4013.0,175.0,42.0,702286.0,42.0,0.0,0.0,0.0,4013.0,175.0,42.0,702286.0,14.0,2022
457642,0.0,0.4,0.4,42.933334,0.0,1.0,1.0,85.0,0.0,0.8333333,0.8333333,0.0,0.0,0.0,18.0,9.0,0.0,18.0,0.0,2.0,2.0,0.0,2.0,730.0,750.0,350.0,508.0,10659.0,14880.0,0.0,0.0,0.0,28.096802,4.4666667,5103.0,5.0,15.0,25515.0,6.0,18.0,6.0,18.0,5103.0,5.0,15.0,3040.0,0.0,0.0,0.0,4593.0,4.0,12.0,1333.5,0.0,0.0,0.0,5103.0,5.0,15.0,25515.0,258.0,15.0,1705.0,1415.0,121.0,34.0,0.0,121.0,3104.0,0.0,0.0,0.0,4542.0,17.0,14.0,77217.0,4542.0,17.0,14.0,77217.0,14.0,0.0,0.0,0.0,4542.0,17.0,14.0,77217.0,28.0,2022
457679,0.61538464,2.1538463,1.5384616,8.769231,1.0,4.0,3.0,17.0,0.0,1.5,1.5,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,730.0,750.0,350.0,508.0,10659.0,14880.0,0.0,0.0,0.0,28.096802,0.5,7572.0,8.0,67.0,60575.0,9.0,75.0,9.0,75.0,6102.0,7.0,58.0,3040.0,0.0,0.0,0.0,3500.0,1.0,8.0,1333.5,0.0,0.0,0.0,6102.0,7.0,58.0,42715.0,258.0,15.0,1705.0,1415.0,33.0,12.0,0.0,33.0,2233.0,8.0,67.0,17860.0,7143.0,20.0,61.0,142867.0,7143.0,20.0,61.0,142867.0,45.0,0.0,0.0,0.0,5474.0,15.0,45.0,82117.0,36.0,2022
457697,0.0,0.12765957,0.12765957,4.3404255,0.0,1.0,1.0,34.0,4.0833335,5.6666665,1.5833334,0.75,1.1666666,0.41666666,37.166664,19.0,0.0,37.166664,0.0,8.333334,4.0,0.0,8.666667,0.0,0.0,250.0,250.0,6000.0,6000.0,0.0,0.0,0.0,28.096802,3.25,4853.0,7.0,100.0,33969.0,7.0,100.0,7.0,100.0,5481.0,5.0,71.0,1641.0,4.0,57.0,6563.0,6609.0,0.0,0.0,360.0,3.0,43.0,1080.0,5265.0,5.0,71.0,26326.0,7.0,5.0,130.0,128.0,128.0,7.0,2.0,130.0,3104.0,0.0,0.0,0.0,5041.0,119.0,92.0,599829.0,5003.0,117.0,91.0,585382.0,66.0,2.0,100.0,14447.0,5102.0,84.0,65.0,428550.0,5.0,2022
